tagging,cleaned_comments
1,noticed bitch thing also doesnt class
1,damn kenny u need emotional condom shit son
1,kick as
1,ha as bowling lol
1,get fat
1,would hate
1,hate
1,nerd laugh
1,ah gay
1,hate much want smash face
1,yes loser could told long time ago
1,he fucking
1,get fucking real dude
1,dirty come crook rengel dems fucking corrupt joke make republican look like
1,fuck could day let hour ping later sched writing book
1,dude dont finish enclosing fucking shower hate half assed job whats reasononing behind make sense
1,wtf talking men men thats menage thats gay
1,ill save trouble sister come big ol fuck france block coming way twitter
1,im dead seriousreal athlete never cheat dont even appearance level fuck dude seriously think
1,go absolutely insanehate bearer bad newsloldont shoot messenger cause know bought pistol
1,lmao im watching thing ahaha gay guy hilarious dede good day dont want anyone mess
1,lol said call jail cell gay guy paradise ahaha
1,truth count guy as product sub par tell people try dalesandros orjims
1,shakespeare nerd
1,fucking dork
1,heh fuck em
1,damn totally forgot one
1,wow damn would pissed
1,nigga u geigh lmao fuck yo final beeeeeitch
1,suck
1,read morning fav straight say cum shot
1,unibroue 17 another damn good unibroue
1,damn evil 60 minute ipa beckoning fridge right
1,fucking dad turned dont think like movie tryin watch nanny diary
1,pretty much fuck card
1,karma bitch huh
1,dont get fat youll turn boomer
1,hormone worse guy cant tell much truly hate thought go head
1,except joe jonas as munch broke wour tyler via phonekinda like via text kind ahole
1,man rly suck 1 positive work youre bright dude pretty cool 2 dont say
1,hard kick as slipper
1,thats pretty damn awesome smart sure
1,freakn awesome far loving 45 browser fantastic finally video pretty cool
1,damn sound good
1,wii loserthat way compete wii friend
1,haha love gay night
1,thats awesome youre pretty damn good
1,faggoty fag fag gay secks man blowjob settle
1,right wouldnt creepy fuck
1,holy shit fuck band
1,gay fag
1,oh ok dickinabox guy explains timberlake appearance
1,fall bed laughing fabulous as dude think made blush wtf lol
1,raise hand rather gaily one real gay man right darling holla supergay
1,oh man mall mess gross ohhh capitalist dogma hate
1,whered ya put btw kick as quote copyright169 2009 right reserved
1,suck done exam n still mayag
1,epic win fuck citylt3
1,snowed miss damn snow havent seen forever everyone snow lol
1,arent super special know sweetness sleep 9 tonight hate grad school want
1,fuck yes hate work
1,holy as hell ball 260 premium fuck upgrading fucking cope basic
1,seriously hell still online injured god damn nam something go
1,damn dont want visit country doesnt allow passport smile want go cabo soon
1,ive never new york peyton as charger wanted draft love win
1,damn buy bitchy
1,mean bitch away haha
1,suck ppl anything make buck love fan calling im glad iphone safe
1,let pussy freeze rotten bitey little bastard
1,dood justified mba pity sorry as downtrodden employee whose manager youll soon become
1,hehehe mine pleasure btw love people presumptous pricksy wicksies feel jolly nice as rub
1,ive lived quarter life crisis far loser experience yeahcouple kinky pinky stuffyeah crisis naa
1,imagine building buildinga fucking 300 acre building full weednot weedbut caucasian monkeyfuck weed
1,ugh twitter stop fucking slut
1,hahahahahahahahahahahahaha eww thats fucking gross hahahahahahahahahahahahahahahahahahaahahahahahahahahahaahahaahahaah
1,cute video lexi u hve weridest cutest little toy know wht ull say shut fuck ach haha
1,fuck pic want vids
1,hard play damn fucking awful
1,got right people stealing others generator stuff inside home know one homesucks big time
1,grown man include dip sentenceloli know im hatin fuck im lookin snowlol
1,oh god icp display window weve getting many fucking juggalos smell sooo bad
1,talk similarly told completely blue id hate bird
1,nominate shorty award socialmedia shes damn good everything social medium
1,captain jean luc piccard us enterprize captain jean luc picyknow fuck templesmith
1,fuck right filthy puckering sphincter call soul
1,another downside living dsm working indianola lunch meetups usually possible damn isolation
1,there nothing better listening music shuffle hearing say bitch randomly middle
1,got many damn website u homie sheesh
1,u know dame spot bet yall got damn middle eastern type cat cooking crack
1,kno check ur blog alpha female v bitchdamn u analyzing
1,haris trying control fat tummy didnt eat 2 day
1,700 glutinous bitch
1,ok youre starting sell vinyl toy damn sound bad
1,true true lame as people officially radar bubye
1,lo thankyou see soon hav send mail u damn
1,tried fuck fuck yes different
1,well unless want hot vulcan action happens every seven year damn worth
1,damn hoping cash bout 5 pain suffering lol
1,suck prolly change major lol
1,suck plan get back together done
1,fatty fat fat
1,never posted blog today guest blog day get program slut pink zebra lol loveee anyway
1,theyre gross u shaddup u fat as hater yes made mark son
1,one like every fat snack u bitch shaddup ahahahahaha
1,stop hateration bitch gon na make mohawk stand rotf
1,ask he jumping window ask hows gon na tight as jean
1,night guy motivated 11pm know morning guy gon na hate miss emily arrives 530am night tweet
1,ok im telling going hard fight inner grammar nerd ill cause though
1,mythbusters great nerdy show embrace inner nerdno suprise launch youtube live ha nerdz rool
1,lol bitch damn
1,damn thats crazy early wont hit city til 930 block spot
1,slurpees awesome damn really really want one oo
1,see listen cowloving yahoo put slurpee bag cup dont need fucking cup
1,loved laughed as
1,ahh might somethingdamn techie
1,pig shame lol like aardvark discontent
1,still damn moronic medium people cant access medium particularly medium made company
1,anyone said arial im gon na beat as
1,well find kick butt hate people take advantage mentally challenged
1,tell say bitch like bad thing
1,moment seriously considering mean dirt devil suck didnt plan buying new one soon
1,ugh hate get spam follower shouldnt count talley actual follower p
1,know youre like big bear claw fang big fucking teeth man
1,damn youre totally geeking u tonite
1,eagle w decided 2 power lesbian night mecca hang w real queer ppl 2night gr8 indy band emo punk
1,silly pathetic fucking cool tellin choking made choke sitting next girl w
1,let hate gambit grow embrace spread
1,dig deep find special christmas hate
1,tried rickroll office christmas party last night damn band didnt know
1,even though lunch missed end table need damn smart phone coulda tweeted back
1,smack bitch
1,rock give emo populist limp wrist rocker throw
1,already coffee love hate whole spite thing climbed right top
1,feel fucking great get another drink
1,youve got 5 snow damn im jealous
1,suck many use crutch
1,say best as side fourteenth street
1,yes love pillow livejournal jrock rotation get lj theyre sick uhh fuck dunno twitter site
1,ha creepy week 10 im fucking stressed hell wish could take trip xx
1,fuck amen
1,aww dnt hate weather rain soothing sometimes still one test dd
1,knw hate
1,aww thanks dear hate gradeschool friend ditching forgot suppose wake
1,yeah beg stupid teacher gay
1,yeah call whore shes dont call called slut said im tease told
1,told ya fat shes loyal tho goin
1,tweet damn song one time scion double disc promo cd
1,th nerd home im smart as answered
1,u got lemming laneige whitening shit ive breakin lately n need somethin whiten damn acne scar bleh
1,youre twitter slut show u full frontal nudity youre tease p
1,haha want twitter slut alright fine ill waiting moment mature tease slut
1,5 u night ive already forgotten damn alcohol
1,like verse songjust lame as auto tuning nigga hook
1,hold niggau cant hate jayzmight beat yo as like nigga guy said f tupaclmao
1,way damn hard
1,explosion social medium mainstream business see everyone joining twitter year nerd
1,butbutto hate sin give one get angry withill take care hahaha
1,dog lick assneed say dog
1,hate commercial gross gag okay okay youve got hour showtime hehehe 9829
1,joke haha figured id emo since everyone complaining
1,suck though nothing 4am roommate want sleep
1,rumor true obese yea fat
1,girlfriend fuck u find photo lmao
1,ur damn fool lmao
1,theyre preference app damn fast thorough let slide
1,ha yeah caught attention wait watch red wing fan freak im gon na make popcorn show
1,tell want youtube quit fucking thing one want fucked
1,piss anything body wont absorb
1,doh dont hate happens keep meaning take backup
1,damn he sneeks nike louis vuitton dude gon na rolling dollar
1,mate newcastle 1 bath 6 fucking brassic cold
1,empty
1,whilst subject aussie driver reminded keep left unless overtaking damn middle lane owner club
1,le damnfridays bad_wookie_pun
1,woman fucking disgusting
1,bet sweet as
1,dating 4 year old damn youre faster caught 3 year old name
1,get home time heard warped though fuck life
1,man u live nyc crazy as weather move la nice everyday nyc soo overrated lol
1,got ur tick yo as aint gon na come lol
1,ugh ok hate nyc also hmmm thinkingwe screening fox lot week maybe u roll
1,stuff like building forum writing kicking as thats
1,also caught gaidamn earlier support 100
1,gee id hate see say family
1,dude dont tell thats place want chill fuck worry
1,damn fine snow gone thank god
1,suck life cant really bad right chocolate always help
1,hate p happy birthday dude good know enjoying
1,thats good question lawyer hate stuff
1,stupid whore hope house burn house stupid whore wouldnt go prom
1,oh guess got australian shephard puppy today note roommate yeah another fucking dog
1,ummm ya thats pretty damn pimp
1,much hate winter pic beautiful weve insaneo storm like mo suck bad esp sans power
1,got delayed as kicking wait
1,know suck im actually envious though orientation tutoring program 14th tell
1,joke mani wasnt taking piss anything
1,hate face sound exactly like something would sayalso reminds drunk girl trying fight
1,spanked make kid behave worse doesnt work lot workkinda suck
1,ive messing around beta release murder every wp version widget panel still suck though
1,laughing as juicy twit
1,yeah damn time difference hug
1,omg bundesliga brasilian bossanova worse seeing loved family dog licking as im scarred
1,hmm thats suk soul hate reinvent get dry cleaning hate
1,yep didnt think go online check caloriefat count dinner bummer
1,wow mommy little cheerleader must take thepiss
1,lol sucksits nice miami catching ocean breeze balconydont want rub inlol
1,oh hot damn
1,cant hear head far as
1,prison bitch sparkling addition resume
1,constant receiver giver make prepare prison bitch blagojevich new campaign slogan rhyme
1,suck youre sick sorry hear
1,thanks dont want cable hate tv show really hate commercial get news online im good
1,try telling parent dont want see see well fucking work yeah
1,football hate it8217s official i8217m bad luck
1,fucking love haunted
1,didnt know avid football watcher even football think fuck sport
1,lol kevin bought damn near nothing dated 10 month life suck
1,yea suck
1,indeed collier conversation relationship head gleeful as kumbaya stuff need put trash
1,yeah glad next 2 day get xmas eve weekend afterwards damn gift card
1,hot damn get iphone
1,aw thanks going better yesterday thats damn sure
1,must missed one damn
1,safe flightdamn make want jamba juice
1,got wii get back dad gon na play kickass
1,inbox folder cya covering as
1,damn tech stuff bwahaha
1,im emo im fucking happy
1,well edit know hate
1,u get stye seeing dog shitting fucking finger consult h u need
1,say laughing as heard rapping word titty damn funny
1,helping as pack get plane tru friend helping track sub sized weiner like fucking gps
1,officially put bread stick mailing list fuck rock republic eat something already
1,get ha ha smart as p
1,feel pretty oh prettyi feel pretty witty gay ha ha good time
1,yeah mean know plan creative kickass sometimes client warped view
1,oh man suck help
1,yea weather suck least missed 8 degree weather though lol
